URL,noun,noun_rough_eng,sense1,machine_translation1,sense2,machine_translation2,sense3,machine_translation3,sense4,machine_translation4,sense5,machine_translation5,sense6,machine_translation6,sense7,machine_translation7,sense8,machine_translation8,sense9,machine_translation9,sense10,machine_translation10,sense11,machine_translation11
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=салт,салт,tradition,"Коомдук, традициялык көрүнүштөгү, жалпы элдик мүнөздөгү адат, каада; традиция.","A social, traditional, and universal custom, custom; tradition.","Белгилүү бир нерсенин жөнү, эрежеси, шарты.","The name, rule, or condition of a certain thing.","Жүгү жок, жүксүз","No load, no load",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=саламаттык,саламаттык,health,Ден соолук.,Health.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=саат,саат,clock,"Жолтоо, кесепет.","Address, consequence.",Суткалык убакытты өлчөө үчүн колдонулуучу прибор.,A device used to measure time of day.,60 минутага барабар убакыт.,A time equal to 60 minutes.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=ресурс,ресурс,resource,"Кандайдыр бир нерсенин запасы, булагы; каражат.",A source of something; a resource.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=республика,республика,republic,"Жогорку бийлик органдары белгилүү бир мөөнөткө шайлануучу мамлекеттик түзүлүштүн формасы жана башкаруунун ушундай формасы бар өлкө, мамлекет.","A state is a form of government in which the highest authorities are elected for a specific term, and a country or state has this form of government.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=программа,программа,program,Иштеле турган иштин болжолдуу планы.,A rough plan of the work to be done.,"Саясий партиялар, мамлекеттик бийликтин борбордук органы, коомдук уюм же мамлекеттик, коомдук ишкер тарабынан белгиленген негизги принциптердин, милдеттердин жана максаттардын жазып көрсөтүлүшү.","A statement of the basic principles, tasks, and goals established by a political party, a central body of state power, a public organization, or a state or public enterprise.","Бир нерсени өткөрүүнүн тартиби, планы; концертте аткарылуучу чыгармалардын, радиодо берилүүчү берүүлөрдүн составы, тизмеси.","The order, plan for carrying out something; the composition, list of works to be performed in a concert, or broadcast on the radio.","Окуу жайында окутулуучу предметтердин, курстардын кыскача мазмуну жана методологиялык көрсөтмөсү.",A summary of the subjects and courses taught at the school and a methodological guide.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=президент,президент,president,"Республикалык мамлекеттин, ошондой эле кээ бир ири илимий мекемелердин шайланган жетекчиси, башчысы.","The elected head of the republican state, as well as the head of some major scientific institutions.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/pikir-11/,пикир,opinion,"Бир нерсе жөнүндөгү ой, көз караш, кандайдыр бир нерсеге өзүнүн көз карашын билдирип айткан сөз.","An opinion, a point of view, a statement expressing one's point of view on something.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=паспорт,паспорт,passport,"Кишинин ким экендигин, граждандыгын күбөлөөчү документ.",A document certifying a person's identity and citizenship.,Машиналардын ж. б. чарба жабдыктарынын каттоодон өткөзүлгөндүгүн билдирүүчү документ.,"A document confirming the registration of machinery, etc., farm equipment.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=партия,партия,party,"Кандайдыр бир таптын уюмдашкан жогорку формасы болуп, ошол таптын бир кыйла активдүү бөлүгүн түзгөн, анын таламын жактап жана душман таптарга каршы жүргүзгөн күрөшүнө жетекчилик кылуучу саясий уюм.","A political organization that is the highest organized form of a class, constitutes a more active part of that class, defends its interests and leads its struggle against hostile classes.",Партиянын мүчөсү.,Party member.,"Белгилүү бир максатта биримдешкен же бириктирилген адамдардын тобу, отряд.","A group of people united or united for a specific purpose, a detachment.","Белгилүү бир өлчөмдөгү, көбүнчө көбүрөөк сандагы товарлардын, нерселердин тобу.","A group of goods or things of a certain size, often in larger quantities.",Көп үндүү музыкалык чыгарманын бир инструмент же киши тарабынан аткарылган айрым бөлүгү.,A part of a polyphonic musical work performed by a single instrument or person.,"Бир жолку ойнолгон оюн, бир саам оюн.","A one-time game, a one-time game.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=парламент,парламент,parliament,Мамлекеттин закон чыгаруучу өкүлдүк жогорку чогулушу.,The state's highest legislative representative assembly.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/paydalanuu-9/,пайдалануу,use,бир нерсени колдонуу иш-аракети же анын бир максат үчүн колдонулуу абалы,the act of using something or the state of being used for a purpose,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=өмүр,өмүр,life,"Адамдын, айбандын жана өсүмдүктүн жаралгандан өлгөнгө чейинки физиологиялык абалы.","The physiological state of a human, animal, and plant from birth to death.","Турмуш, тиричилик.","Life, livelihood.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=өлкө,өлкө,the country,"Белгилүү бир жер, территория, аймак, край.","A specific place, territory, area, region.",Мамлекет.,The state.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=өкүл,өкүл,representative,"Белгилүү мамлекеттин, мекеменин, топтун же адамдардын кызыкчылыгын көздөөчү же ошолор тарабынан жиберилген киши.","A person who represents or is sent by a specific state, institution, group, or person.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=оору,оору,disease,"Дарт, кесел, табы жоктук.","Disease, sickness, and illness.","Сыркоо, ноокас, оорулуу.","Sick, sick, sick.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=ой,ой,thought,Ойлоо процесси; акыл жүгүртүп ойлонулган ниет.,The process of thinking; a deliberate intention.,"Ойлоо продуктусу, пикир.","A product of thought, an opinion.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=нике,нике,marriage,Үйлөнүү актысы; үйлөнүү ырым-жырымы.,The act of marriage; the rite of marriage.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=негиз,негиз,basis,"Кандайдыр бир нерсенин, курулуштун ж.б. таяныч болгон бөлүгү.","The supporting part of something, a structure, etc.","Бир нерсенин негизги мааниси, башкы жоболору, уюткусу. ","The main meaning, main principles, essence of something.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=мыйзам,мыйзам,the law,Закон,Law,Күз болгондо жел менен кошо учкан ак түстүү желе сыяктуу үлпүлдөк нерсе.,It's a fluffy white thing that flies with the wind in autumn.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/mucho-11/,мүчө,member,"Адамдын денесинин бөлүктөрү (көбүнчө кол, бут жөнүндө). ",Parts of the human body (usually arms and legs).,"Бүткүл дене, дене түзүлүшү.","The whole body, the body structure."," Кандайдыр бир уюмдун, коомдун, адамдардын тобунун курамына кирген киши. ","A person who is part of an organization, society, or group of people.","грамм. Сүйлөмдүн составдык бөлүктөрү (ээ, баяндооч, айкындооч).","Grammar. Parts of speech (subject, predicate, declarative).",грам. Өз алдынча колдонулбаган жана лексикалык мааниге ээ боло албаган сөз өзгөртүүчү жана сөз жасоочу морфема.,Gram. A word-modifying and word-forming morpheme that is not used independently and cannot have lexical meaning.,"Өлүккө келген уруу өкүлдөрүнө же сый адамдарга өлгөн адамды эскерүү иретинде берилүүчү белек, үлүш. ",A gift or portion given to family members or dignitaries who come to the funeral in memory of the deceased.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=мүмкүнчүлүк,мүмкүнчүлүк,opportunity,"Бир ишти аткаруу, орундоо үчүн мүмкүн болгон шарт, абал, жагдай, кырдаал.","A condition, situation, circumstance, situation that makes it possible to perform or accomplish a task.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=миң,миң,thousand,1000 деген сандын аты жана ошол сан.,The name of the number 1000 and that number.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/mektep-12/,мектеп,the school,Жаш жеткинчектерге билим жана тарбия берүү ишин жүргүзүүчү окуу-тарбия мекемеси.,An educational institution that provides education and training to young people.,Белгилүү адистерди даярдап чыгаруучу окуу жайы.,An educational institution that trains well-known specialists.,"Башынан өткөргөн окуя, тажрыйба.","An event, an experience.","Илимдин, искусствонун, адабияттын ж. б. коомдук аң-сезимдин бир формасындагы багыт, агым.","A trend or current in a form of social consciousness in science, art, literature, etc.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=маселе,маселе,the problem,"Чечилишин талап кылып турган милдет, абал; чечилиши керек болгон проблема.",A task or situation that requires a solution; a problem that needs to be solved.,"Кээ бир маалыматтар келтирилип, ошонун иегизинде белгилүү жолдорду колдонуп чыгарууну талап кылган эсеп.",A calculation that requires some information to be provided and then to be derived using certain methods.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=мамлекет,мамлекет,state,Максаты ошол үстөмдүк кылып турган бийлигин сактоо жана башка таптардын каршылыгын басуу болгон өлкөдөгү үстөмдүк кылып турган таптын саясий уюму жана ушундай саясий уюму бар өлкө.,"The political organization of the ruling class in a country, whose goal is to maintain its dominant power and suppress the opposition of other classes, and the country in which such a political organization exists.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=макулдук,макулдук,consent,"Макул болгондук, кабыл алгандык, туура тапкандык.","We agreed, we accepted, we found it right.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/mazmun--2/,мазмун,content,Нерсенин ички маңызы; айтылуучу же билдирилүүчү негизги пикир.,The inner essence of something; the main idea being expressed or conveyed.,"Китептин, чыгарманын идеялык-тематикалык мааниси.",The ideological and thematic significance of a book or work.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=маданият,маданият,culture,"Өндүрүштүк, коомдук, акыл-эс билим жагынан адам баласынын жетишкен ийгиликтеринин жыйындысы.","The sum of human achievements in terms of industrial, social, and intellectual knowledge.","Маалыматтуулук, билимдүүлүк, маданияттуу адамдарга таандык жүрүш-туруш, адептүүлүк.","Awareness, education, behavior, and decency characteristic of cultured people.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=маани,маани,meaning,"Ички логикалык мазмун, акыл-ой менен түшүнөрлүк ички маңыз, касиет.","Internal logical content, an inner essence, a property that can be understood with reason.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=маалымат,маалымат,information,Билим.,Education.,"Жыйналган, алынган кабар, топтолгон кабарлардын, билдирүүлөрдүн жыйындысы.","A collection of collected, received news, accumulated news, and messages.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/kuch--3/,күч,power,"ирүү жандыктардын булчуңдарын кыймылга келтирүү аркылуу аракеттенүү мүмкүнчүлүгү, адамдын (жандыктын) алы, дарманы, кубаты, бир нерсе кылууга, иштөөгө жарамдуулугу.","The ability of living beings to act by moving their muscles, the strength, power, and ability of a person (creature) to do something or work.","Адамдын акыл-ой ишине жөндөмдүүлүгү, шыгы.",A person's intellectual ability and talent.,"Ишти, жумушту аткаруу жөндөмдүүлүгү.","Ability to perform work, job.","Укук, укуктуулук, таасирдүүлүк.","Right, entitlement, influence.","Бийлик, кудурет, таасир.","Authority, power, influence.","Мүмкүнчүлүк, шарт, чама. ","Possibility, condition, possibility.","Кандайдыр бир ишкердүүлүктүн, күчтүүлүктүн, таасирдин булагы.","A source of some kind of entrepreneurship, strength, and influence.",Өз ишинде кандайдыр бир мүнөздүү өзгөчөлүктөргө же багытка ээ болгон коомдун бөлүгү.,A section of society that has certain characteristic features or orientation in its work.,"Аскерлер, кандайдыр бир өндүрүштүк коллективге бириккен адамдар тобу, бирдей кесиптеги адамдар.","Soldiers are a group of people united in some kind of production collective, people of the same profession.","Эмгек, кызмат, жардам.","Work, service, help.","Өтө көп, күчтүү, кыйын, катуу.","Too much, strong, difficult, hard."
https://el-sozduk.kg/kun-18/,күнү,day,"Жер жана башка планеталар тегерегинде айланып жүрүүчү, өзүнөн жарык нур, жылуулук таратып, негизги жана борбордук планета катарында эсептелүүчү асман телосу.","A celestial body that orbits the Earth and other planets, emits light and heat, and is considered the main and central planet.","Эртеден кечке чейинки сутканын бир бөлүгү, таң аткандан караңгы киргенге чейинки мезгил.","The part of the day from morning to evening, the period from dawn to dusk.","Сутка, 24 саатты ичине алган мезгил.",A day is a period of time that includes 24 hours.,"Жалпы эле мезгил, кандайдыр бир окуяларды, белгилүү бир учурларды, жыл мезгилин ичине алган убакыт.","A general period of time, a period that includes certain events, specific occasions, and seasons.","Жашоо абалы, жан сактоо, өмүр сүрүү шарты, оокат-тиричилик, турмуш.","Living conditions, livelihood, living conditions, livelihood, life.","Мүчөлдүк тарых, айдын белгилүү катар саны, кандайдыр бир окуяга, салтанатты белгилөөгө арналган дата.","Membership history, a specific number of the month, a date dedicated to an event or celebration.","Жаан-чачын, тумандуулук, абанын температурасы сыяктуу атмосферанын ал абалы, аба ырайы.","Weather is the state of the atmosphere, such as precipitation, fog, and air temperature.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/kun-18/,күн,a day,"Жер жана башка планеталар тегерегинде айланып жүрүүчү, өзүнөн жарык нур, жылуулук таратып, негизги жана борбордук планета катарында эсептелүүчү асман телосу.","A celestial body that orbits the Earth and other planets, emits light and heat, and is considered the main and central planet.","Эртеден кечке чейинки сутканын бир бөлүгү, таң аткандан караңгы киргенге чейинки мезгил.","The part of the day from morning to evening, the period from dawn to dusk.","Сутка, 24 саатты ичине алган мезгил.",A day is a period of time that includes 24 hours.,"Жалпы эле мезгил, кандайдыр бир окуяларды, белгилүү бир учурларды, жыл мезгилин ичине алган убакыт.","A general period of time, a period that includes certain events, specific occasions, and seasons.","Жашоо абалы, жан сактоо, өмүр сүрүү шарты, оокат-тиричилик, турмуш.","Living conditions, livelihood, living conditions, livelihood, life.","Мүчөлдүк тарых, айдын белгилүү катар саны, кандайдыр бир окуяга, салтанатты белгилөөгө арналган дата.","Membership history, a specific number of the month, a date dedicated to an event or celebration.","Жаан-чачын, тумандуулук, абанын температурасы сыяктуу атмосферанын ал абалы, аба ырайы.","Weather is the state of the atmosphere, such as precipitation, fog, and air temperature.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/kyrsyk-6/,кырсык,accident,"Күтүүсүздөн болгон жамандык, кыйынчылык.",Unexpected misfortune and trouble.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
ОПРЕДЕЛЕНИЕ НЕ НАЙДЕНО,кыргыз,Kyrgyz,"Бул - Кыргызстан калкынын көпчүлүгүн түзгөн, Борбордук Азиянын ушул эле аталыштагы түрк элинин өкүлү.","This is a representative of the Turkic people of the same name in Central Asia, which make up the majority of the population of Kyrgyzstan.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=кылмыш,кылмыш,crime,"Законго каршы иштелген иш, терс иш, күнөө, айып.","An act committed against the law, a negative act, a sin, a crime.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/kyzykchylyk--2/,кызыкчылык,interest,"Жакшы көргөндүк, ысыктык.","Good looks, warmth.",Бирөөнүн пайдасын же белгилүү бир пайданы көздөгөн максат. ,A goal that aims at someone's benefit or a specific benefit.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=кызмат,кызмат,service,"Белгилүү өлчөмдөгү акы үчүн акыл эмгегинин же күч эмгегинин кандайдыр бир тейлөө жумуштарына байланыштуу болгон айрым тармагында иштелген иш, кесип.","A job or profession performed in a particular field of intellectual or physical labor, related to some service work, for a certain amount of pay.","Эмгек, жумуш, иш.","Labor, work, work.","Бирөө үчүн иштелген иш, бирөөгө кылган жакшылык, пайда, жардам ж. б. аракет.","An act done for someone, a favor, benefit, help, etc. done to someone.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=күн,күн,a day,"Жер жана башка планеталар тегерегинде айланып жүрүүчү, жылуулук, жарык таратуучу асман телосу.",A celestial body that orbits the Earth and other planets and emits heat and light.,Эртеден кечке чейинки сутканын бир бөлүгү.,Part of the day from morning to evening.,"Сутка, 24 саатты ичине алган мезгил.",A day is a period of time that includes 24 hours.,"Убакыт, мезгил, учур.","Time, season, occasion.","Турмуш, тиричилик, жашоо, абал.","Life, livelihood, existence, situation.","Календарлык дата, айдын белгилүү бир числосу; кандайдыр бир окуяга арналган дата.","A calendar date, a specific number of the month; a date dedicated to some event.","Аба ырайы, жаан-чачын.","Weather, precipitation.","Аба ырайы, жаан-чачын.","Weather, precipitation.",,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=коррупция,коррупция,corruption,"Кызматкердин укугун жеке кызыкчылыгына пайдалануусу, пара алуусу, парага сатылып кетиши.","Abuse of an employee's rights for personal gain, bribery, or bribery.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=коргоо,коргоо,protection,"Сактоо, коруу.","To preserve, to watch.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=коргонуу,коргонуу,defense,"мамлекетти куралдуу колсалуудан коргоого даярдыкты камсыз кылуу же КРдин калкын, аймагын жана эгемендүүлүгүн коргоо боюнча саясий, экономикалык, аскердик, социалдык, укуктук ж. б. чаралардын тутуму.","A system of political, economic, military, social, legal, etc. measures to ensure readiness to defend the state from armed attack or to protect the population, territory, and sovereignty of the Kyrgyz Republic.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=коопсуздук,коопсуздук,security,"Коркунучсуздук, шек санабастык, шектүү эместик. Кооп санабагандык, кооптуу эместик.","Fearlessness, lack of doubt, lack of suspicion. Not being afraid, not being dangerous.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=коом,коом,society,"Адамдардын материалдык турмуштагы конкреттүү-тарыхый шарттар аркылуу биригишкен, бирге болгон тобу.",A group of people united and united by specific historical conditions in material life.,Белгилүү доордогу тарыхый-экономикалык түзүлүш жана анын өзүнө ылайык келген надстройкасы.,The historical and economic structure of a given era and its corresponding superstructure.,"Теги, социалдык абалы, кызыкчылыгы ж. б. жактары боюнча белгилүү жалпылыкта болгон адамдар чөйрөсү.","A circle of people who have certain things in common, such as their origin, social status, interests, etc.","Иши, алдыга койгон милдеттери боюнча чогуу болгон адамдар бирикмеси; мекеме.",An association of people who come together for a common purpose; an institution.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=колдоо,колдоо,to support,"акча же керектүү нерселер менен камсыз кылып, багуу же күтүү иш-аракети","the act of providing, caring for, or looking after someone by providing them with money or necessary things",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=кесип,кесип,profession,"Адистикти, жөндөмдүүлүктү талап кылуучу белгилүү иш тармагы же белгилүү багыт менен өнүктүрүлүп отурган ишмердүүлүк, профессия.","A profession is a specific field of work or activity that is developing in a specific direction, requiring expertise and skill.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=кеңеш,кеңеш,advice,"Акыл, насаат.","Wisdom, advice.","Айтылган сөз, болгон сөз, сыр.","A spoken word, a spoken word, a secret.",Совет.,Soviet.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=келишим,келишим,agreement,"Бир нерсени аткаруу үчүн макулдашылган бүтүм, чечим, договор.","An agreement, decision, contract agreed upon to accomplish something.","Келбет, сымбат, көрк, жарашык.","Handsome, graceful, beautiful, graceful.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
"ОПРЕДЕЛЕНИЕ НЕ НАЙДЕНО, СТОИТ ВЗЯТЬ ИЗ РУССКОГО СЛОВАРЯ И ПЕРЕВЕСТИ С ПОМОЩЬЮ CHATGPT",категория,category,белгилүү бир жалпы мүнөздөмөлөргө ээ деп эсептелген адамдардын же нерселердин классы же тобу,a class or group of people or things considered to have certain common characteristics,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=каражат,каражат,means,"Жумшала турган акча, байлык.","Money to be spent, wealth.","Кандайдыр бир иштерди иштөөгө, иш жүзүнө ашырууга арналып жасалган предметтердин, куралдардын ж. б. жалпы жыйындысы, аталышы.","The general name for a collection of objects, tools, etc., designed to perform or carry out some work.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=калк,калк,population,Эл.,People.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=кайрылуу,кайрылуу,appeal to,бир нерсенин пайда болушу,the emergence of something,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=кадыр,кадыр,dignity,"Барк, урмат, сый, авторитет.","Honor, respect, honor, authority.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
